Album_Name	Song_Name	Lyrics	Unnamed: 6	Emotion
Unreleased Songs	Foolish Pride	intro eminem manix yo man yo marsh man yo youve kickin shit homies man oh want one posse alright chorus eminem ole foolish pride oh oh oh ole foolish pride oh oh oh ole foolish pride oh oh oh ole foolish pride verse eminem well foolish pride lot things say got foolish pride like got tooth decay tooth decay another problem lets take ole foolish pride problem solve talk foolish pride mean blacks whites taking different sides blacks whites take different sides unity never happens subside subside hatred release		pride
Unreleased Songs	Benzino II (Skit)	eminem yo guys know old ugly fuck looks like mutant froggy duck hes prick hes cunt never smoked blunt kuniva maybe michael jackson hahahah eminem proof know dude nelson mandela eminem guys benzino everybody hahahahahahahahaaaaaaaa                                                                                                                                                                                                                                                                                          		neutral
Unreleased Songs	One-Handed Juggler (Original Version)	verse eminem new day upon us grass green time tomakean entrance andput foot forward take astep forward take scene thats fine setup death rhymes got enough last life time fuse lit stay clear prepare ears lyrics gruesome                                                                                                                                                                                                                                                                                                      		neutral
Unreleased Songs	From Olive Us to Olive U	chorus eminem yz younotyou thisis notyou                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        		neutral
Unreleased Songs	Troublemaker	intro eminem story im tell true story family knows atruestory verse eminem never askedto dont blame mefor crap youre one made choice saw mom daddy                                                                                                                                                                                                                                                                                                                                                                              		neutral
Unreleased Songs	Jealousy Woes I	intro would like dedicate song memory jealous ass nonsupportingnonbelievers butonce blowthe fuck rest peaceeach every one huh verse eminem im piss lot jealous people tell us sleep cause hate like                                                                                                                                                                                                                                                                                                                             		neutral
Unreleased Songs	50 Ways	verse eminem probably gon na think im talking youre goddamn right look minimal could diss subliminally think criminal instinct pushed brink pussy stink still loves cause puts ink doesnt still isnt nah im playing tug war heart cause misses still fuck leave whenever feel frisky theres risk disease cause aint anyone bitch really thinks get still wants driving across country strapped front seat missing front teeth thinking whens next time hes gon na punch told cunt shes gon na overdo shell stuffed trunk crunchy		anger
Unreleased Songs	Topless (Remix)	intro ti yeah yeah roof live life topless cant nobody stop verse ti ay dr charge saving artists er bring back life beats like cpr made westside worldwide pr gangsta rap god im end california love bloods cdogs compton monsters make wan na cut mp greatest game haters ashamed acknowledging brain west coast king brought chronic scene folded pills lean game full puppets look strings ive shown seen piss niggas egos ruin self esteem sky limit roof dream done fore ever thing knamean tees black jeans bling bang offi		neutral
Unreleased Songs	Things Get Worse (Lost Version)	chorus theres need say shit already know question far willthisgo far willhe take hestop shady man done told homie ease wont listen ya nah guess cant ya man cant stand ya youre rotten plottin us man gon na let guess things gon na get much worse fore get better verse holy toledo angelina jolie amigo told yo shady hand penis ill deep throat brad try stand us gon na see bro fantasy dont mean damage ego faggots wan na rassle shove fucking jar vaseline inside asshole rope shut lasso couple crushed lexapro broken 		anger
Unreleased Songs	Listen To Your Heart	chorus roxette know theres something wake smile get notion look eyes yeah weve built love love falls apart little piece heaven turns dark listen heart verse eminem theres certain mystique speak notice sorta unique cause know poetrys deep im still matic way flow beat cant sit still like tryin smoke crack go sleep im strapped knowing minute could snap im equivalent would happen bush rapped bully rappers bad lyrically aint even funny aint even hungry aint even money cant pay enough play cockamamie aint zany en		love
Unreleased Songs	I Get Money (Remix)	intro yeah yeah get run rap shit guess whos back thought left would one two three verse eminem keep sayin rappers best jayz kanye west maybe theyre tryna distract fact im comin back maybe cause aint black maybe maybe im highest sellin artist rap im sittin back office jackin plaques im still sick sick long im still alive magic johnson rhymes thrive makin opponents think ive died thats pop outta nowhere oh yeah go damn forgot much money got beach st tropez man dont lay sun cause dont tan burn blood clot gon n		neutral
Unreleased Songs	Cut Back	verse cut back syllables little still feel killafew toshow still putforth effort one foot forward thank heavens good lord whoever wouldve thought umbilical cord wouldve ccutcut sssame cloth theres name thankful came forth temper whether boiled flame broiled say name bet ass gon pay respect crown came feel like passin around well jay throw cause go straight toward wait skateboard got couple scrapes forget im stuck rut ill get always aint gon sit argue cant hop gutter crawl im back im sorry feel awful        		gratitude
